id,categorie,nom_commercial,nom_variantes,dci,dosage,forme,laboratoire,nom_ar,nom_clean,prix,pharmacien_id,61266250,"a 313 200 000 ui pour cent, pommade",pommade,cutanée,autorisation active,procédure nationale,commercialisée,12/03/1998,unnamed: 8,unnamed: 9,pharma developpement,non,product_en_url,product_ar_url,product_thumbnail,nahdi_promo_en,nahdi_promo_ar,brand_name_en,brand_name_ar,product_name_en,product_name_ar,review_count,price_after_special,price_before_special,is_global_product_certain,is_nahdi_product
,,TRAMAL 50MG 10GEL,TRAMAL 50MG 10GEL,,,,,,TRAMAL 50MG 10GEL,,68315.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TRAMAL 100MG 5 SUPPOS,TRAMAL 100MG 5 SUPPOS,,,,,,TRAMAL 100MG 5 SUPPOS,,68316.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DUSPATALIN 200MG 20CP,DUSPATALIN 200MG 20CP,,,,,,DUSPATALIN 200MG 20CP,,68318.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ORGALUTRON B/5 0.25MG/05ML,ORGALUTRON B/5 0.25MG/05ML,,,,,,ORGALUTRON B/5 0.25MG/05ML,,68320.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DICLO 50MG 20CP PHARMA 5,DICLO 50MG 20CP PHARMA 5,,,,,,DICLO 50MG 20CP PHARMA 5,,68324.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DICLO 100MG 10SUPPO PHARMA 5,DICLO 100MG 10SUPPO PHARMA 5,,,,,,DICLO 100MG 10SUPPO PHARMA 5,,68325.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DICLO 75MG /6 AMP PHARMA 5 (SP),DICLO 75MG /6 AMP PHARMA 5 (SP),,,,,,DICLO 75MG /6 AMP PHARMA 5 (SP),,68326.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AZOPT COLLYRE,AZOPT COLLYRE,,,,,,AZOPT COLLYRE,,68328.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NIDO PROBIO 1+ 400G,NIDO PROBIO 1+ 400G,,,,,,NIDO PROBIO 1+ 400G,,68334.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CHLORURE NA 100ML POCHE LAPR (SP),CHLORURE NA 100ML POCHE LAPR (SP),,,,,,CHLORURE NA 100ML POCHE LAPR (SP),,68363.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CHLORURE NA 250ML POCHE LAPR (SP),CHLORURE NA 250ML POCHE LAPR (SP),,,,,,CHLORURE NA 250ML POCHE LAPR (SP),,68364.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CHLORURE NA 500ML POCHE LAPR (SP),CHLORURE NA 500ML POCHE LAPR (SP),,,,,,CHLORURE NA 500ML POCHE LAPR (SP),,68365.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GLUCOSE 5% 500ML POCHE LAPR (SP),GLUCOSE 5% 500ML POCHE LAPR (SP),,,,,,GLUCOSE 5% 500ML POCHE LAPR (SP),,68368.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AZITHRIX 500MG 3 CP (H),AZITHRIX 500MG 3 CP (H),,,,,,AZITHRIX 500MG 3 CP (H),,68386.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AZITHRIX 200MG SUSP 15ML (H),AZITHRIX 200MG SUSP 15ML (H),,,,,,AZITHRIX 200MG SUSP 15ML (H),,68387.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AZITHRIX 200MG SUSP 30ML (H),AZITHRIX 200MG SUSP 30ML (H),,,,,,AZITHRIX 200MG SUSP 30ML (H),,68388.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OSMOSINE 1G/5ML FL 260ML (R),OSMOSINE 1G/5ML FL 260ML (R),,,,,,OSMOSINE 1G/5ML FL 260ML (R),,68390.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OMEPAL 20MG 28 GEL (R),OMEPAL 20MG 28 GEL (R),,,,,,OMEPAL 20MG 28 GEL (R),,68395.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OMEPAL 20MG 7 GEL (R),OMEPAL 20MG 7 GEL (R),,,,,,OMEPAL 20MG 7 GEL (R),,68396.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OMEPRAL 20MG 14 GEL (R),OMEPRAL 20MG 14 GEL (R),,,,,,OMEPRAL 20MG 14 GEL (R),,68397.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TAREG 160MG 28 CP,TAREG 160MG 28 CP,,,,,,TAREG 160MG 28 CP,,68459.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLARTEC SP 60ML (P),CLARTEC SP 60ML (P),,,,,,CLARTEC SP 60ML (P),,68461.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DIFLUCAN 150MG 4 CAPS.,DIFLUCAN 150MG 4 CAPS.,,,,,,DIFLUCAN 150MG 4 CAPS.,,68523.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VIAGRA 100MG 1 COMP (R),VIAGRA 100MG 1 COMP (R),,,,,,VIAGRA 100MG 1 COMP (R),,68524.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HEPANAT 40CP LE DIECI ERBE (R),HEPANAT 40CP LE DIECI ERBE (R),,,,,,HEPANAT 40CP LE DIECI ERBE (R),,68537.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PROGAST 20MG 28 GEL (R),PROGAST 20MG 28 GEL (R),,,,,,PROGAST 20MG 28 GEL (R),,68538.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PROGAST 20MG 14 GEL (R),PROGAST 20MG 14 GEL (R),,,,,,PROGAST 20MG 14 GEL (R),,68539.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NEURONTIN 300MG 90 CAPS.,NEURONTIN 300MG 90 CAPS.,,,,,,NEURONTIN 300MG 90 CAPS.,,68550.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZADRYL SP ENF 60ML,ZADRYL SP ENF 60ML,,,,,,ZADRYL SP ENF 60ML,,68551.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BREXIN 20MG /20 CP (H),BREXIN 20MG /20 CP (H),,,,,,BREXIN 20MG /20 CP (H),,68552.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EFFIPRED 1MG/ML GTTES 50ML (H),EFFIPRED 1MG/ML GTTES 50ML (H),,,,,,EFFIPRED 1MG/ML GTTES 50ML (H),,68554.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,INTRALGIS SUSP 150ML (H),INTRALGIS SUSP 150ML (H),,,,,,INTRALGIS SUSP 150ML (H),,68555.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KETODERM 2% GEL B/8 STS-DOSE (E),KETODERM 2% GEL B/8 STS-DOSE (E),,,,,,KETODERM 2% GEL B/8 STS-DOSE (E),,68556.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AUGMENTIN 1G STS B/16 (H),AUGMENTIN 1G STS B/16 (H),,,,,,AUGMENTIN 1G STS B/16 (H),,68557.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ALGANTIL 200 MG 10 CP EFF (H),ALGANTIL 200 MG 10 CP EFF (H),,,,,,ALGANTIL 200 MG 10 CP EFF (H),,68563.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ALGANTIL 200 MG 20 CP EFF (H),ALGANTIL 200 MG 20 CP EFF (H),,,,,,ALGANTIL 200 MG 20 CP EFF (H),,68564.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TAREG 40MG /28CP,TAREG 40MG /28CP,,,,,,TAREG 40MG /28CP,,68603.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZIFAR  10MG  14CP (P),ZIFAR  10MG  14CP (P),,,,,,ZIFAR  10MG  14CP (P),,68629.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AZIMAX POS 900MG (H),AZIMAX POS 900MG (H),,,,,,AZIMAX POS 900MG (H),,68639.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AZIMAX POS 1500MG (H),AZIMAX POS 1500MG (H),,,,,,AZIMAX POS 1500MG (H),,68640.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TRIAXON 1G IM B/1,TRIAXON 1G IM B/1,,,,,,TRIAXON 1G IM B/1,,68650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TRIAXON 1G IV B/1,TRIAXON 1G IV B/1,,,,,,TRIAXON 1G IV B/1,,68651.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TRIAXON 500 IM B/1,TRIAXON 500 IM B/1,,,,,,TRIAXON 500 IM B/1,,68652.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TRIAXON 500 IV B/1,TRIAXON 500 IV B/1,,,,,,TRIAXON 500 IV B/1,,68653.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DI-INDO 100MG 10SUPPO (H),DI-INDO 100MG 10SUPPO (H),,,,,,DI-INDO 100MG 10SUPPO (H),,68666.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DI-INDO 50MG 10SUPPOS (H),DI-INDO 50MG 10SUPPOS (H),,,,,,DI-INDO 50MG 10SUPPOS (H),,68667.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DI-INDO 25MG 30CP DISP (H),DI-INDO 25MG 30CP DISP (H),,,,,,DI-INDO 25MG 30CP DISP (H),,68668.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,QUIETUDE SIROP ENF,QUIETUDE SIROP ENF,,,,,,QUIETUDE SIROP ENF,,68672.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AMILO 5MG 28CPS,AMILO 5MG 28CPS,,,,,,AMILO 5MG 28CPS,,68717.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,COAPROVEL 150/12.5MG 28 CP,COAPROVEL 150/12.5MG 28 CP,,,,,,COAPROVEL 150/12.5MG 28 CP,,68718.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,COAPROVEL 300/12.5MG 28 CP,COAPROVEL 300/12.5MG 28 CP,,,,,,COAPROVEL 300/12.5MG 28 CP,,68719.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,QUINOLOX 200MG /20 COMP,QUINOLOX 200MG /20 COMP,,,,,,QUINOLOX 200MG /20 COMP,,68720.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZECLAR 500MG CP B14 (H),ZECLAR 500MG CP B14 (H),,,,,,ZECLAR 500MG CP B14 (H),,68723.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AMOVAS 10MG 10CP,AMOVAS 10MG 10CP,,,,,,AMOVAS 10MG 10CP,,68729.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AMOVAS 5MG 14CP,AMOVAS 5MG 14CP,,,,,,AMOVAS 5MG 14CP,,68730.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AMOVAS 5MG 28CP,AMOVAS 5MG 28CP,,,,,,AMOVAS 5MG 28CP,,68731.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLENIDERM CREME 30G,CLENIDERM CREME 30G,,,,,,CLENIDERM CREME 30G,,68750.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SERDEP 20MG  14GELULES,SERDEP 20MG  14GELULES,,,,,,SERDEP 20MG  14GELULES,,68757.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SERDEP 20MG  28GELULES,SERDEP 20MG  28GELULES,,,,,,SERDEP 20MG  28GELULES,,68758.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ROXAM 20MG 10 SUPPOS (H),ROXAM 20MG 10 SUPPOS (H),,,,,,ROXAM 20MG 10 SUPPOS (H),,68767.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MYCODERME /3 OVULES (E),MYCODERME /3 OVULES (E),,,,,,MYCODERME /3 OVULES (E),,68770.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BISPIRAZOLE 1.5MG 15 CP,BISPIRAZOLE 1.5MG 15 CP,,,,,,BISPIRAZOLE 1.5MG 15 CP,,68771.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NEOMOX 125MG SP 100ML (H),NEOMOX 125MG SP 100ML (H),,,,,,NEOMOX 125MG SP 100ML (H),,68823.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NEOMOX 250MG SP 100ML (H),NEOMOX 250MG SP 100ML (H),,,,,,NEOMOX 250MG SP 100ML (H),,68824.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NEOMOX 500MG SP 100ML (H),NEOMOX 500MG SP 100ML (H),,,,,,NEOMOX 500MG SP 100ML (H),,68825.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PRETERAX 30CP,PRETERAX 30CP,,,,,,PRETERAX 30CP,,68826.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DONTOMYCINE 1.5MUI 16CP,DONTOMYCINE 1.5MUI 16CP,,,,,,DONTOMYCINE 1.5MUI 16CP,,68827.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DONTOMYCINE 3MUI 10CP,DONTOMYCINE 3MUI 10CP,,,,,,DONTOMYCINE 3MUI 10CP,,68828.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,UTROGESTAN 200MG 15 CAPS,UTROGESTAN 200MG 15 CAPS,,,,,,UTROGESTAN 200MG 15 CAPS,,68851.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SINGULAIR 10MG 28 CP (P),SINGULAIR 10MG 28 CP (P),,,,,,SINGULAIR 10MG 28 CP (P),,68856.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SINGULAIR 5MG 28 CP (P),SINGULAIR 5MG 28 CP (P),,,,,,SINGULAIR 5MG 28 CP (P),,68857.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GLUCOPHAGE 1000MG B/30,GLUCOPHAGE 1000MG B/30,,,,,,GLUCOPHAGE 1000MG B/30,,68859.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ADDITIVA MANDARINE 20CP,ADDITIVA MANDARINE 20CP,,,,,,ADDITIVA MANDARINE 20CP,,68861.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ADDITIVA PECHE 20CP,ADDITIVA PECHE 20CP,,,,,,ADDITIVA PECHE 20CP,,68862.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZOLAM 30MG 14 GEL (R),ZOLAM 30MG 14 GEL (R),,,,,,ZOLAM 30MG 14 GEL (R),,68872.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZOLAM 30MG 28 GEL (R),ZOLAM 30MG 28 GEL (R),,,,,,ZOLAM 30MG 28 GEL (R),,68873.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LIPANTHYL 160MG LM B/30,LIPANTHYL 160MG LM B/30,,,,,,LIPANTHYL 160MG LM B/30,,68877.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OROPROPOLIS SPRAY,OROPROPOLIS SPRAY,,,,,,OROPROPOLIS SPRAY,,68890.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OROPROPOLIS BAUME,OROPROPOLIS BAUME,,,,,,OROPROPOLIS BAUME,,68891.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FLUCAZOL GENPHA 150MG B/1GELU,FLUCAZOL GENPHA 150MG B/1GELU,,,,,,FLUCAZOL GENPHA 150MG B/1GELU,,68898.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SYMBICORT TURB. 200/6MG /120D (H),SYMBICORT TURB. 200/6MG /120D (H),,,,,,SYMBICORT TURB. 200/6MG /120D (H),,68921.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TRILEPTAL 300MG 50 CP,TRILEPTAL 300MG 50 CP,,,,,,TRILEPTAL 300MG 50 CP,,68928.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TRILEPTAL 600MG 50CP,TRILEPTAL 600MG 50CP,,,,,,TRILEPTAL 600MG 50CP,,68929.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OPLASTINE PDE 30G,OPLASTINE PDE 30G,,,,,,OPLASTINE PDE 30G,,68945.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OPLASTINE PDE 60G,OPLASTINE PDE 60G,,,,,,OPLASTINE PDE 60G,,68946.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TRICOVIVAX 5% SUSP 60ML,TRICOVIVAX 5% SUSP 60ML,,,,,,TRICOVIVAX 5% SUSP 60ML,,68950.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FIBROCARD 180MG 30GEL,FIBROCARD 180MG 30GEL,,,,,,FIBROCARD 180MG 30GEL,,68958.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FIBROCARD  240MG  30GL,FIBROCARD  240MG  30GL,,,,,,FIBROCARD  240MG  30GL,,68959.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RELPAX 40MG 2CPS PELEC,RELPAX 40MG 2CPS PELEC,,,,,,RELPAX 40MG 2CPS PELEC,,68960.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RELPAX 40MG 6CPS PELEC,RELPAX 40MG 6CPS PELEC,,,,,,RELPAX 40MG 6CPS PELEC,,68961.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EAU P.P.I. 5ML /100 AMP,EAU P.P.I. 5ML /100 AMP,,,,,,EAU P.P.I. 5ML /100 AMP,,68997.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GYNO-DERMOFIX 300MG B/1 OV,GYNO-DERMOFIX 300MG B/1 OV,,,,,,GYNO-DERMOFIX 300MG B/1 OV,,69019.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DIFFERINE CREME 30G,DIFFERINE CREME 30G,,,,,,DIFFERINE CREME 30G,,69024.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BETASTENE 0.05% FL 30ML (H),BETASTENE 0.05% FL 30ML (H),,,,,,BETASTENE 0.05% FL 30ML (H),,69035.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ERECTOR 25MG B/1 (R),ERECTOR 25MG B/1 (R),,,,,,ERECTOR 25MG B/1 (R),,69037.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ERECTOR 25MG B/2 (R),ERECTOR 25MG B/2 (R),,,,,,ERECTOR 25MG B/2 (R),,69038.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ERECTOR 50MG B/1 (R),ERECTOR 50MG B/1 (R),,,,,,ERECTOR 50MG B/1 (R),,69040.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ERECTOR 50MG B/2 (R),ERECTOR 50MG B/2 (R),,,,,,ERECTOR 50MG B/2 (R),,69041.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ERECTOR 50MG B/4 (R),ERECTOR 50MG B/4 (R),,,,,,ERECTOR 50MG B/4 (R),,69042.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LYSANXIA GOUTTES,LYSANXIA GOUTTES,,,,,,LYSANXIA GOUTTES,,69054.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EUPHON SP AD 150ML (H),EUPHON SP AD 150ML (H),,,,,,EUPHON SP AD 150ML (H),,69055.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ADDITIVA 20 STS MAGNESIUM,ADDITIVA 20 STS MAGNESIUM,,,,,,ADDITIVA 20 STS MAGNESIUM,,69080.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SUPERFORM 10 CP ORANGE,SUPERFORM 10 CP ORANGE,,,,,,SUPERFORM 10 CP ORANGE,,69133.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SUPERFORM 20 CP ORANGE,SUPERFORM 20 CP ORANGE,,,,,,SUPERFORM 20 CP ORANGE,,69134.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BRONCHOCIST SP AD 125ML (H),BRONCHOCIST SP AD 125ML (H),,,,,,BRONCHOCIST SP AD 125ML (H),,69151.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BRONCHOCIST SP AD 200ML (H),BRONCHOCIST SP AD 200ML (H),,,,,,BRONCHOCIST SP AD 200ML (H),,69152.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BRONCHOCIST SP ENF 125ML (H),BRONCHOCIST SP ENF 125ML (H),,,,,,BRONCHOCIST SP ENF 125ML (H),,69153.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SPECTRUM 250MG 10 CP (H),SPECTRUM 250MG 10 CP (H),,,,,,SPECTRUM 250MG 10 CP (H),,69179.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SPECTRUM 500MG 10 CP (H),SPECTRUM 500MG 10 CP (H),,,,,,SPECTRUM 500MG 10 CP (H),,69180.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SPECTRUM 750MG 10 CP (H),SPECTRUM 750MG 10 CP (H),,,,,,SPECTRUM 750MG 10 CP (H),,69181.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AEROMAX 100MCG /200D (H),AEROMAX 100MCG /200D (H),,,,,,AEROMAX 100MCG /200D (H),,69276.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ATACAND 4MG 28 CP SECABLES,ATACAND 4MG 28 CP SECABLES,,,,,,ATACAND 4MG 28 CP SECABLES,,69281.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ATACAND 8MG 28 CP SECABLES,ATACAND 8MG 28 CP SECABLES,,,,,,ATACAND 8MG 28 CP SECABLES,,69282.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ATACAND 16MG 28 CP SECABLES,ATACAND 16MG 28 CP SECABLES,,,,,,ATACAND 16MG 28 CP SECABLES,,69283.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OEDES 20MG B/14 (R),OEDES 20MG B/14 (R),,,,,,OEDES 20MG B/14 (R),,69286.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OEDES 20MG B/28 (R),OEDES 20MG B/28 (R),,,,,,OEDES 20MG B/28 (R),,69287.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OEDES 20MG B/7 (R),OEDES 20MG B/7 (R),,,,,,OEDES 20MG B/7 (R),,69288.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AMEP 10MG /14 CP,AMEP 10MG /14 CP,,,,,,AMEP 10MG /14 CP,,69293.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AMEP 5MG /14 CP,AMEP 5MG /14 CP,,,,,,AMEP 5MG /14 CP,,69294.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AMEP 5MG /28 CP,AMEP 5MG /28 CP,,,,,,AMEP 5MG /28 CP,,69295.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CINABAC 250MG 10CP (H),CINABAC 250MG 10CP (H),,,,,,CINABAC 250MG 10CP (H),,69297.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CINABAC 500MG 10CP (H),CINABAC 500MG 10CP (H),,,,,,CINABAC 500MG 10CP (H),,69298.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXTRALEVURE 125 CP,EXTRALEVURE 125 CP,,,,,,EXTRALEVURE 125 CP,,69318.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MYNAZOL 150MG 1 GEL. (E),MYNAZOL 150MG 1 GEL. (E),,,,,,MYNAZOL 150MG 1 GEL. (E),,69319.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DECAPEPTYL L.P 11.25 3MOIS,DECAPEPTYL L.P 11.25 3MOIS,,,,,,DECAPEPTYL L.P 11.25 3MOIS,,69381.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FENOGAL 200MG 30GEL,FENOGAL 200MG 30GEL,,,,,,FENOGAL 200MG 30GEL,,69383.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ATENOR 100MG 14CP,ATENOR 100MG 14CP,,,,,,ATENOR 100MG 14CP,,69384.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ATENOR 100MG 28CP,ATENOR 100MG 28CP,,,,,,ATENOR 100MG 28CP,,69385.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ATENOR 100MG 56CP,ATENOR 100MG 56CP,,,,,,ATENOR 100MG 56CP,,69386.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ACUPAN SOL INJ B/5*2ML,ACUPAN SOL INJ B/5*2ML,,,,,,ACUPAN SOL INJ B/5*2ML,,69398.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,INEXIUM 20MG /14 CP,INEXIUM 20MG /14 CP,,,,,,INEXIUM 20MG /14 CP,,69399.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,INEXIUM 40MG /14 CP,INEXIUM 40MG /14 CP,,,,,,INEXIUM 40MG /14 CP,,69400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BIOFAR 20 CP MULTIVITAMINES,BIOFAR 20 CP MULTIVITAMINES,,,,,,BIOFAR 20 CP MULTIVITAMINES,,69409.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BIOFAR MAGNESIUM VIT.B6 20CP,BIOFAR MAGNESIUM VIT.B6 20CP,,,,,,BIOFAR MAGNESIUM VIT.B6 20CP,,69410.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BIOFAR CALCIUM VIT.D3 20CP,BIOFAR CALCIUM VIT.D3 20CP,,,,,,BIOFAR CALCIUM VIT.D3 20CP,,69411.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BIOFAR ACE SELENIUM 20CP,BIOFAR ACE SELENIUM 20CP,,,,,,BIOFAR ACE SELENIUM 20CP,,69412.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BIOFAR KIDS MULTIV. 20CP,BIOFAR KIDS MULTIV. 20CP,,,,,,BIOFAR KIDS MULTIV. 20CP,,69413.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GINMAG B6 10 AB,GINMAG B6 10 AB,,,,,,GINMAG B6 10 AB,,69414.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MEMOIRE PLUS 10 AB (P),MEMOIRE PLUS 10 AB (P),,,,,,MEMOIRE PLUS 10 AB (P),,69415.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BEVIRAN FORT 30CP,BEVIRAN FORT 30CP,,,,,,BEVIRAN FORT 30CP,,69443.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LARMABAK COLLYRE,LARMABAK COLLYRE,,,,,,LARMABAK COLLYRE,,69457.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FORTIMEL VANILLE,FORTIMEL VANILLE,,,,,,FORTIMEL VANILLE,,69460.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FORTIMEL CHOCOLAT,FORTIMEL CHOCOLAT,,,,,,FORTIMEL CHOCOLAT,,69461.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FORTIMEL FRAISE,FORTIMEL FRAISE,,,,,,FORTIMEL FRAISE,,69462.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FLOXIMAT 200MG 20CP (H),FLOXIMAT 200MG 20CP (H),,,,,,FLOXIMAT 200MG 20CP (H),,69464.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CANAFLUCAN 150MG 1GEL,CANAFLUCAN 150MG 1GEL,,,,,,CANAFLUCAN 150MG 1GEL,,69468.0,,,,,,,,,,,,,,,,,,,,,,,,,,
